price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,statezip
287200.0,3.0,3.0,1850,19966,1.0,0,0,4,1090,760,29,0,98038
403000.0,3.0,2.0,1960,13100,1.0,0,2,5,1650,310,64,0,98166
750000.0,3.0,2.5,2390,6550,1.0,0,2,4,1440,950,66,12,98116
335000.0,3.0,2.25,1580,16215,1.0,0,0,4,1580,0,43,21,98024
260000.0,4.0,2.0,1480,8625,1.0,0,0,4,1480,0,47,0,98055
308500.0,2.0,1.0,850,6174,1.0,0,0,4,850,0,71,38,98155
439950.0,3.0,2.5,1770,2875,2.0,0,0,3,1770,0,31,12,98116
235000.0,2.0,1.0,1210,9400,1.0,0,0,2,1210,0,72,0,98106
315000.0,3.0,1.0,1160,9180,1.0,0,0,3,1160,0,53,24,98077
437500.0,3.0,2.25,1970,35100,2.0,0,0,4,1970,0,44,0,98027
407500.0,3.0,2.5,1930,10460,2.0,0,0,3,1930,0,25,0,98059
445700.0,3.0,2.5,1270,1180,3.0,0,0,3,1270,0,20,0,98107
838000.0,4.0,2.5,3310,42998,2.0,0,0,3,3310,0,20,0,98052
630000.0,4.0,2.75,2710,37277,2.0,0,0,3,2710,0,21,0,98027
550000.0,3.0,1.75,2910,35200,1.5,0,0,3,2910,0,42,7,98075
805000.0,3.0,2.0,2710,4500,1.5,0,0,4,1880,830,92,0,98115
284000.0,3.0,1.75,1800,23103,1.0,0,0,3,1800,0,53,24,98014
470000.0,5.0,2.5,2210,9655,1.0,0,0,3,1460,750,45,0,98011
430000.0,4.0,1.5,1920,10000,1.0,0,0,4,1070,850,67,42,98006
491500.0,4.0,1.75,2190,125452,1.0,0,2,3,2190,0,53,24,98092
785000.0,5.0,3.25,3660,11995,2.0,0,2,3,3660,0,15,0,98065
385000.0,3.0,3.25,1320,1327,2.0,0,0,3,1040,280,13,0,98199
295000.0,2.0,2.5,1630,1368,2.0,0,0,3,1280,350,12,0,98106
555000.0,4.0,2.5,3310,6500,2.0,0,0,3,3310,0,9,109,98065
459990.0,3.0,2.5,2680,5539,2.0,0,0,3,2680,0,8,98,98045
625000.0,4.0,3.25,2730,54014,1.0,0,0,3,1560,1170,14,0,98059
300000.0,3.0,2.5,2540,5050,2.0,0,0,3,2540,0,15,0,98042
625000.0,4.0,2.75,2920,6605,2.0,0,0,3,2920,0,9,109,98059
553000.0,2.0,1.0,900,5000,1.0,0,0,3,900,0,77,0,98117
379880.0,3.0,2.5,1650,14054,1.0,0,0,4,1130,520,35,0,98027
310000.0,3.0,1.0,1010,9945,1.0,0,0,4,1010,0,48,0,98065
775000.0,2.0,2.5,2680,7392,1.0,0,0,3,2680,0,17,18,98053
365000.0,3.0,2.5,2200,7350,1.0,0,0,5,1570,630,33,0,98058
331950.0,4.0,2.5,2530,9933,2.0,0,2,3,2010,520,31,12,98092
783500.0,3.0,2.5,2850,7130,2.0,0,0,3,1990,860,41,0,98122
628000.0,4.0,2.0,2280,6010,1.0,0,0,3,1140,1140,121,16,98122
560000.0,3.0,2.5,1900,8744,2.0,0,0,3,1900,0,34,21,98074
900000.0,3.0,1.0,1330,77972,1.0,0,0,3,1330,0,93,67,98033
531000.0,2.0,3.0,1270,1175,2.0,0,0,3,1110,160,21,0,98103
831000.0,4.0,3.0,2170,4000,2.0,0,0,4,1610,560,39,10,98112
780000.0,4.0,2.5,2730,10281,2.0,0,2,3,2730,0,25,0,98074
755000.0,4.0,2.5,2120,10202,1.0,0,0,4,1620,500,61,20,98005
705380.0,3.0,2.5,2490,4343,2.0,0,0,3,2490,0,18,0,98029
627000.0,4.0,2.25,1990,7712,1.0,0,0,3,1210,780,48,8,98027
865000.0,4.0,3.0,3690,9892,2.0,0,0,3,3690,0,23,15,98075
580000.0,2.0,1.0,2540,7000,1.0,0,0,5,1320,1220,79,0,98118
410000.0,3.0,2.25,1800,36704,1.0,0,0,4,1360,440,43,21,98027
485000.0,4.0,3.0,2340,7048,1.0,0,0,4,1340,1000,42,0,98034
400000.0,2.0,1.75,2110,9519,1.0,0,0,2,2110,0,73,0,98155
549000.0,2.0,1.0,1140,5400,1.0,0,0,5,1140,0,113,0,98112
620000.0,3.0,1.75,1480,2185,2.5,0,0,3,1480,0,16,0,98033
405000.0,2.0,3.0,1410,1240,2.0,0,0,3,1140,270,15,0,98136
232000.0,2.0,1.0,1200,8063,1.0,0,0,4,1200,0,63,49,98198
800866.0,5.0,2.5,3180,13806,2.0,0,0,4,3180,0,31,0,98033
650000.0,3.0,1.5,2160,9000,1.0,0,2,4,1400,760,72,36,98177
823000.0,6.0,1.75,2920,5000,2.5,0,0,4,2780,140,113,0,98122
770000.0,3.0,2.0,2350,5700,1.5,0,0,4,1810,540,82,32,98112
524000.0,3.0,1.75,1560,5520,1.0,0,0,4,780,780,77,0,98199
541125.0,5.0,2.75,2740,8426,1.0,0,0,4,1370,1370,61,20,98006
670000.0,3.0,2.5,1680,2000,3.0,0,0,3,1680,0,112,23,98105
384900.0,5.0,2.5,3090,12750,1.0,0,0,3,1750,1340,53,24,98023
406100.0,3.0,2.25,1410,1332,3.0,0,0,3,1410,0,16,0,98103
1395000.0,5.0,3.5,4010,8510,2.0,0,1,5,2850,1160,50,0,98105
736500.0,4.0,2.5,3180,21904,2.0,0,3,3,3180,0,21,0,98059
570000.0,3.0,2.25,2010,6000,1.0,0,0,3,1330,680,46,0,98052
787000.0,3.0,1.75,1330,7500,1.0,0,0,3,1330,0,60,17,98004
328000.0,4.0,2.5,2370,6500,2.0,0,0,3,2370,0,23,15,98092
435000.0,5.0,2.0,1840,9240,1.0,0,0,4,1540,300,79,63,98133
499000.0,4.0,2.5,2910,6479,2.0,0,0,3,2910,0,15,0,98065
501000.0,4.0,1.0,2070,7519,1.0,0,0,3,1160,910,58,13,98008
1090000.0,4.0,2.5,4340,141570,2.5,0,0,3,4340,0,29,0,98053
400000.0,2.0,1.0,840,5510,1.0,0,0,3,840,0,66,16,98136
220000.0,4.0,1.5,1240,9600,1.0,0,0,3,1240,0,50,0,98023
657100.0,4.0,1.0,1390,4240,1.0,0,0,3,1050,340,97,10,98103
309950.0,4.0,2.75,2310,5000,2.0,0,0,3,2310,0,15,0,98038
300000.0,3.0,2.0,1050,10072,1.0,0,0,3,1050,0,35,0,98019
525888.0,5.0,1.75,2550,71874,1.0,0,0,5,1810,740,61,0,98027
740000.0,4.0,1.75,2010,3600,1.5,0,0,3,2010,0,119,0,98119
340000.0,5.0,1.0,1120,9022,1.5,0,0,4,1120,0,59,0,98034
398750.0,3.0,2.5,2230,4000,2.0,0,0,3,2230,0,67,16,98144
206000.0,2.0,1.0,810,7158,1.0,0,0,5,810,0,77,0,98168
1030000.0,5.0,2.75,3190,16920,1.0,0,3,3,1690,1500,45,0,98006
600000.0,3.0,1.75,1670,39639,1.0,0,0,4,1670,0,45,29,98075
379950.0,4.0,1.75,1970,9389,1.0,0,0,5,1140,830,61,0,98133
287000.0,3.0,1.0,1450,6000,1.0,0,0,4,1450,0,68,38,98118
2280000.0,7.0,8.0,13540,307752,3.0,0,4,3,9410,4130,22,0,98053
309950.0,3.0,2.5,1880,7838,2.0,0,0,3,1880,0,27,0,98055
600000.0,3.0,1.75,1880,6360,1.0,0,0,4,1040,840,76,0,98115
418000.0,3.0,2.0,1410,6030,1.5,0,0,4,1410,0,91,0,98103
449250.0,4.0,2.0,1480,3844,1.5,0,0,5,1480,0,93,51,98133
329950.0,2.0,1.0,1140,5250,1.5,0,0,4,1140,0,72,36,98133
245000.0,3.0,1.75,1920,9306,1.0,0,0,3,1000,920,37,0,98001
549000.0,4.0,2.5,2910,6338,2.0,0,0,3,2910,0,13,0,98059
800000.0,3.0,2.5,3240,7857,2.0,0,0,3,3240,0,27,0,98075
249950.0,3.0,2.0,1550,15040,1.0,0,0,4,1550,0,63,49,98059
210000.0,5.0,2.0,2050,10200,1.0,0,0,3,1430,620,65,20,98198
1425000.0,2.0,2.5,2220,4000,2.0,0,0,3,2220,0,21,0,98112
585000.0,2.0,1.0,1770,8640,1.5,0,0,3,1520,250,72,23,98117
615000.0,4.0,1.75,2300,11700,1.0,0,0,4,1960,340,44,0,98052
618500.0,3.0,2.0,1800,5000,1.0,0,0,4,1080,720,79,39,98115
487585.0,4.0,1.75,2010,9211,1.0,0,0,3,1470,540,44,17,98034
509900.0,3.0,2.5,1790,2700,2.0,0,0,3,1790,0,11,0,98027
631625.0,4.0,2.5,2440,6651,2.0,0,0,3,2440,0,7,0,98117
555000.0,3.0,2.5,1940,3211,2.0,0,0,3,1940,0,12,0,98027
340000.0,2.0,1.5,1160,1438,2.0,0,0,3,1160,0,20,0,98144
830000.0,4.0,2.5,3400,9692,2.0,0,0,3,3400,0,14,0,98052
890000.0,4.0,4.25,4420,5750,2.0,0,0,3,3410,1010,15,0,98027
366750.0,3.0,3.0,1571,2017,3.0,0,0,3,1571,0,13,0,98125
415000.0,3.0,2.25,1620,998,2.5,0,0,3,1540,80,11,0,98029
416286.0,3.0,2.5,1408,989,3.0,0,0,3,1408,0,16,0,98115
478000.0,3.0,2.5,3040,4535,2.0,0,0,3,3040,0,14,0,98056
890000.0,5.0,3.5,4490,6000,2.0,0,0,3,3200,1290,15,0,98027
419190.0,2.0,2.5,1590,1426,2.0,0,0,3,1590,0,7,0,98029
712198.0,4.0,2.5,2450,4247,2.0,0,0,3,2450,0,8,98,98052
397000.0,4.0,2.0,1440,7680,1.0,0,0,3,1200,240,50,0,98034
450000.0,2.0,2.0,1100,3000,1.5,0,0,3,1100,0,109,16,98117
353000.0,3.0,1.0,1350,7740,1.0,0,0,4,860,490,74,33,98125
609000.0,4.0,2.5,2150,37981,2.0,0,0,3,2150,0,36,0,98052
234000.0,3.0,1.75,1490,8366,1.0,0,0,4,1010,480,46,0,98042
561000.0,3.0,2.0,2000,7000,2.0,0,0,3,2000,0,105,35,98136
469000.0,2.0,1.0,1030,4400,1.0,0,0,3,1030,0,97,10,98117
329350.0,2.0,1.0,720,6687,1.0,0,0,3,720,0,79,22,98117
488000.0,5.0,2.0,2020,5000,1.5,0,0,4,2020,0,83,0,98117
279900.0,3.0,1.75,1580,8151,1.0,0,1,4,1100,480,59,0,98198
606000.0,4.0,2.5,2110,13850,2.0,0,0,3,2110,0,34,21,98027
312000.0,4.0,2.0,1300,7054,1.0,0,0,3,1300,0,71,8,98146
650000.0,3.0,1.5,1630,7475,1.0,0,1,3,1160,470,81,25,98115
1135000.0,4.0,2.75,3370,8103,1.0,0,3,3,1970,1400,51,7,98136
325000.0,4.0,2.5,1890,6156,1.0,0,0,3,980,910,41,0,98106
425000.0,4.0,2.0,1520,7983,1.0,0,0,5,1520,0,54,0,98034
219000.0,2.0,1.0,900,5160,1.0,0,0,3,900,0,69,13,98106
250000.0,3.0,1.0,1050,6874,1.0,0,0,3,1050,0,67,16,98133
390000.0,3.0,1.75,1260,6500,1.0,0,0,4,1260,0,55,0,98008
475000.0,6.0,3.0,3470,117612,1.5,0,0,3,3470,0,97,10,98028
736000.0,4.0,2.5,2290,12047,2.0,0,0,4,2290,0,33,0,98006
407000.0,4.0,2.25,2810,23400,1.0,0,1,3,1710,1100,63,17,98198
272000.0,3.0,2.5,1650,13816,2.0,0,0,3,1650,0,23,15,98014
362000.0,3.0,2.25,1640,14374,1.0,0,0,4,1140,500,58,0,98148
535000.0,3.0,2.5,1850,10109,2.0,0,0,3,1850,0,30,0,98034
284000.0,4.0,2.5,2000,5390,2.0,0,0,3,2000,0,18,0,98042
367500.0,3.0,1.5,1410,9647,1.0,0,0,3,1410,0,60,17,98177
379900.0,4.0,1.75,1500,11600,1.0,0,0,4,1000,500,66,12,98028
520000.0,3.0,2.5,2460,54885,2.0,0,0,4,2460,0,41,0,98059
175000.0,3.0,1.0,1010,7034,1.0,0,0,3,1010,0,67,16,98057
460000.0,2.0,2.25,1230,929,2.0,0,0,3,1020,210,17,18,98112
345000.0,4.0,2.5,2331,3826,2.0,0,0,3,2331,0,14,0,98058
455000.0,5.0,2.5,2240,7770,1.0,0,0,3,1340,900,43,0,98034
610000.0,4.0,3.0,2450,10117,1.0,0,0,5,1580,870,54,0,98006
563000.0,4.0,3.0,3100,15480,2.0,0,0,3,2400,700,25,0,98028
612500.0,4.0,2.0,2060,5000,1.0,0,0,3,1030,1030,72,8,98117
218000.0,3.0,1.75,1850,7684,1.0,0,0,3,1320,530,42,7,98023
404000.0,4.0,1.75,1840,10720,1.0,0,0,3,960,880,63,17,98008
860000.0,4.0,2.0,3740,32417,2.0,0,0,3,3740,0,21,0,98053
136500.0,3.0,1.5,1420,8580,1.0,0,0,3,1420,0,59,18,98023
313950.0,3.0,1.0,1510,6083,1.0,0,0,4,860,650,81,20,98115
575000.0,3.0,1.75,2130,6500,1.0,0,2,3,1170,960,67,16,98199
1225000.0,4.0,2.25,3490,6906,2.0,0,0,4,2280,1210,93,0,98199
280000.0,3.0,1.75,1630,11800,1.0,0,0,4,1630,0,50,0,98045
515000.0,3.0,2.5,1790,7167,2.0,0,0,3,1790,0,32,0,98074
513000.0,4.0,2.5,2000,5684,2.0,0,0,3,2000,0,25,0,98028
599000.0,4.0,2.25,2260,29930,2.0,0,0,4,1400,860,44,0,98006
685000.0,4.0,2.5,3030,7864,2.0,0,0,3,3030,0,22,0,98074
365000.0,3.0,1.5,1310,8160,1.0,0,0,3,1310,0,71,16,98133
762300.0,4.0,2.5,3880,14550,2.0,0,0,3,3880,0,34,21,98074
1580000.0,4.0,3.25,3760,10920,1.5,0,0,5,2400,1360,71,0,98105
562000.0,5.0,2.25,3040,8111,2.0,0,0,3,3040,0,37,0,98052
530000.0,5.0,2.5,2910,9636,1.0,0,0,4,1690,1220,57,0,98008
525000.0,3.0,2.5,2970,11985,1.0,0,0,3,1770,1200,26,0,98074
484000.0,2.0,1.75,1660,6000,1.0,0,0,3,1160,500,79,22,98105
725126.0,4.0,2.5,3200,12369,2.0,0,0,3,3200,0,23,15,98059
360000.0,4.0,2.0,2680,18768,1.0,0,0,5,2680,0,56,0,98001
387000.0,3.0,1.0,1230,9568,1.0,0,0,5,1230,0,59,0,98056
483500.0,4.0,2.5,2740,45732,2.0,0,0,3,2740,0,26,0,98077
655500.0,4.0,3.5,3380,8330,2.0,0,0,3,3380,0,21,0,98177
345000.0,3.0,1.0,1110,6250,1.0,0,0,3,1110,0,65,20,98115
533000.0,5.0,2.75,1800,3780,1.5,0,0,3,1400,400,95,18,98103
385000.0,3.0,1.75,1900,5520,1.0,0,0,3,1280,620,39,0,98118
675000.0,2.0,1.0,930,36478,1.0,0,2,3,930,0,70,27,98006
197000.0,3.0,1.75,1690,7735,1.0,0,0,4,1060,630,45,29,98001
485000.0,3.0,2.0,1420,4080,1.5,0,0,3,1420,0,116,8,98103
1870000.0,5.0,4.0,4510,15175,2.0,0,0,3,4510,0,52,19,98040
295000.0,3.0,2.25,1980,8000,1.0,0,0,4,1560,420,47,0,98023
499000.0,2.0,1.75,1170,2400,1.0,0,0,4,740,430,118,0,98103
1050000.0,3.0,2.5,2200,1970,2.0,0,0,3,1610,590,13,0,98102
191000.0,3.0,1.5,800,8850,1.0,0,0,4,800,0,62,0,98023
500000.0,3.0,2.5,1480,1171,3.0,0,0,3,1480,0,15,0,98112
390000.0,5.0,3.75,2890,5000,1.0,0,0,3,1310,1580,15,0,98144
979000.0,3.0,2.5,2690,4047,3.0,0,0,3,2690,0,7,0,98117
580000.0,4.0,3.25,3569,8327,2.0,0,0,3,3569,0,8,98,98055
369950.0,3.0,2.0,1270,1320,3.0,0,0,3,1270,0,15,0,98103
1800000.0,5.0,5.0,4490,10279,2.0,0,0,3,3930,560,8,98,98004
776000.0,4.0,2.5,3040,6425,2.0,0,0,3,3040,0,13,0,98052
519950.0,3.0,2.25,1170,1249,3.0,0,0,3,1170,0,7,0,98107
255000.0,5.0,2.25,2060,8632,1.0,0,0,3,1030,1030,59,18,98146
495000.0,3.0,1.0,990,6000,1.0,0,0,3,990,0,78,19,98105
510000.0,4.0,2.5,2430,5203,2.0,0,0,3,2430,0,18,0,98155
1150000.0,4.0,4.0,4460,103382,2.0,0,0,3,4460,0,20,0,98053
253000.0,3.0,1.75,1250,10122,1.0,0,0,3,1250,0,27,0,98010
503000.0,3.0,2.75,1540,6760,1.0,0,0,5,1210,330,41,0,98034
275000.0,3.0,2.5,1600,7000,2.0,0,0,4,1600,0,28,0,98038
249000.0,3.0,1.0,1110,8423,1.0,0,0,3,1110,0,69,13,98166
310000.0,3.0,1.75,1840,10723,1.0,0,0,4,1220,620,47,0,98058
750000.0,3.0,2.75,2520,5401,1.0,0,0,4,1360,1160,75,32,98119
630000.0,3.0,2.5,2680,327135,2.0,0,0,3,2680,0,26,0,98051
599999.0,9.0,4.5,3830,6988,2.5,0,0,3,2450,1380,83,18,98103
758000.0,4.0,2.75,2410,9549,1.0,0,0,4,1780,630,65,0,98033
248500.0,4.0,1.75,1720,10018,1.0,0,0,5,1720,0,61,0,98042
310000.0,3.0,1.75,2070,37904,1.0,0,0,4,1420,650,48,0,98031
460000.0,3.0,2.0,1760,9055,2.0,0,0,4,1760,0,36,0,98052
675000.0,3.0,1.75,1680,10500,1.0,0,0,4,1680,0,62,0,98005
526000.0,2.0,2.0,1550,2400,1.5,0,0,4,1550,0,121,50,98103
560000.0,3.0,3.0,4120,60392,2.0,0,2,3,3180,940,27,0,98014
415000.0,4.0,3.0,1830,9548,2.0,0,0,3,1830,0,30,0,98028
246000.0,3.0,1.0,1400,7410,1.0,0,0,3,1400,0,77,0,98166
314500.0,3.0,1.75,1870,12381,1.0,0,0,4,1870,0,64,20,98003
3200000.0,7.0,4.5,6210,8856,2.5,0,2,5,4760,1450,111,0,98109
420000.0,2.0,1.5,1040,3500,1.5,0,0,4,1040,0,117,0,98144
535000.0,3.0,1.75,2720,149410,1.5,0,0,3,2720,0,33,21,98014
350000.0,3.0,1.0,1010,9360,1.0,0,0,3,1010,0,40,8,98033
515000.0,3.0,1.75,1580,9147,1.0,0,1,4,1210,370,54,0,98008
749950.0,4.0,2.75,2600,6050,2.0,0,0,5,1960,640,72,0,98116
230000.0,3.0,2.5,1920,9180,2.0,0,0,3,1920,0,33,21,98057
568000.0,3.0,2.0,2350,5080,1.5,0,0,3,1780,570,92,0,98118
250000.0,1.0,1.0,1100,4373,1.0,0,0,2,820,280,74,0,98166
581000.0,4.0,2.0,2510,13695,1.0,0,0,4,1280,1230,60,20,98033
651000.0,3.0,2.5,3240,108366,2.0,0,0,4,3240,0,30,0,98042
600000.0,3.0,2.5,2460,108900,1.0,0,0,4,1860,600,44,0,98027
500000.0,2.0,1.0,1010,3885,1.5,0,0,4,1010,0,115,31,98112
475000.0,2.0,1.0,820,2723,1.0,0,0,3,820,0,100,21,98103
352000.0,5.0,2.5,2420,8560,1.0,0,2,3,1620,800,43,0,98118
420000.0,3.0,2.25,1770,8165,2.0,0,0,3,1770,0,44,17,98034
428000.0,2.0,2.0,1350,3900,1.0,0,0,3,1350,0,18,0,98053
599000.0,3.0,1.75,1960,4788,1.0,0,0,4,1090,870,101,0,98115
492000.0,4.0,2.5,3305,16164,1.5,0,0,5,2245,1060,99,65,98133
630000.0,2.0,2.25,2550,5663,1.0,0,0,3,1720,830,10,0,98056
900000.0,5.0,3.75,4130,226076,2.0,0,0,3,3170,960,36,0,98077
1110000.0,4.0,1.5,2310,13300,1.0,0,0,3,1890,420,71,16,98004
575000.0,4.0,2.0,1650,5000,1.0,0,0,3,1650,0,66,16,98117
705000.0,4.0,2.5,2650,4316,1.5,0,0,3,1520,1130,116,8,98116
940000.0,4.0,2.25,1890,5940,1.0,0,1,3,1470,420,58,13,98112
313000.0,3.0,1.75,2190,8000,1.0,0,0,4,2190,0,54,0,98023
618080.0,3.0,2.5,2030,6500,2.0,0,0,3,2030,0,33,21,98027
640000.0,3.0,3.0,2270,5175,2.0,0,0,3,2130,140,19,0,98056
485000.0,3.0,2.0,1610,4160,1.0,0,0,4,1010,600,104,0,98136
300000.0,2.0,1.0,760,3001,1.0,0,0,3,760,0,108,38,98144
379500.0,2.0,1.0,1640,17335,1.0,0,0,3,840,800,43,0,98053
339950.0,3.0,2.25,1630,12295,2.0,0,0,4,1630,0,36,0,98058
1500000.0,6.0,2.5,3560,6480,2.5,0,0,4,3560,0,107,76,98112
1340000.0,3.0,3.0,2960,5500,2.0,0,2,3,2440,520,84,31,98199
500000.0,3.0,2.5,1940,37565,1.0,0,0,4,1940,0,34,0,98027
239900.0,3.0,2.0,1410,7566,1.0,0,0,3,1410,0,36,0,98030
314950.0,3.0,1.0,1040,16986,1.0,0,0,4,1040,0,53,0,98059
361280.0,2.0,1.0,820,6400,1.0,0,0,4,820,0,77,0,98126
100000.0,2.0,1.0,910,22000,1.0,0,0,3,910,0,65,20,98001
540000.0,7.0,5.75,3700,7647,2.0,0,1,3,3700,0,73,37,98155
480500.0,4.0,2.5,2180,11200,1.0,0,0,4,2180,0,53,0,98072
280000.0,3.0,2.5,1600,4271,2.0,0,0,3,1600,0,21,0,98001
440000.0,3.0,1.75,1500,6180,1.0,0,0,4,1060,440,74,33,98118
530000.0,3.0,1.0,1340,4284,1.0,0,0,3,1080,260,111,15,98105
560000.0,3.0,2.0,1860,13374,1.0,0,0,3,1860,0,36,0,98027
775000.0,3.0,2.0,2540,7200,1.5,0,3,4,1600,940,116,0,98144
160000.0,2.0,1.0,1040,13100,1.0,0,0,5,1040,0,109,0,98032
209950.0,3.0,1.5,1380,11130,1.0,0,0,3,1380,0,61,9,98003
226500.0,3.0,1.75,1640,10762,1.0,0,0,3,1130,510,33,21,98042
380000.0,5.0,1.75,3000,6000,1.0,0,0,5,1500,1500,63,0,98178
409500.0,4.0,2.75,2140,13000,1.0,0,0,3,1320,820,53,24,98028
690000.0,3.0,2.0,1760,6428,1.0,0,0,4,980,780,79,39,98199
405000.0,3.0,2.25,1660,8307,1.0,0,0,4,1660,0,60,20,98133
375000.0,3.0,2.5,1830,13042,2.0,0,0,3,1830,0,31,12,98038
794154.0,4.0,2.0,2210,8556,1.0,0,1,4,1210,1000,67,42,98199
185000.0,4.0,1.0,1490,6600,1.0,0,0,3,1490,0,52,11,98168
245000.0,3.0,1.5,1260,1270,2.0,0,0,3,1040,220,16,0,98133
1532500.0,5.0,4.5,4270,8076,2.0,0,0,3,3400,870,14,0,98033
1040000.0,4.0,3.5,3900,8391,2.0,0,0,3,3900,0,15,0,98033
425000.0,2.0,2.5,1150,1027,3.0,0,0,3,1150,0,13,0,98103
495000.0,4.0,2.75,2656,21195,2.0,0,0,3,2656,0,7,0,98001
365000.0,5.0,2.75,2410,5003,1.0,0,0,3,1410,1000,13,0,98118
417250.0,3.0,2.25,1606,1452,3.0,0,0,3,1606,0,12,0,98125
339950.0,2.0,1.0,820,681,3.0,0,0,3,820,0,15,0,98103
615000.0,2.0,1.0,1540,6872,1.0,0,0,4,820,720,75,32,98119
403000.0,3.0,2.75,2090,8354,2.0,0,0,3,2090,0,9,109,98019
980000.0,5.0,2.5,3160,11470,1.0,0,0,4,1780,1380,50,0,98040
258000.0,4.0,1.75,1730,8320,1.0,0,0,3,1230,500,44,17,98023
533000.0,3.0,1.0,1670,4080,1.0,0,0,3,1170,500,54,10,98115
537500.0,4.0,2.5,2550,4630,2.0,0,0,3,2550,0,16,0,98075
830000.0,5.0,3.0,3040,9601,1.0,0,0,5,1970,1070,53,0,98040
712000.0,3.0,1.0,1250,4620,1.5,0,0,4,1150,100,121,50,98103
262000.0,4.0,2.5,2020,6236,2.0,0,0,3,2020,0,19,0,98001
753888.0,4.0,2.5,2660,5500,2.0,0,2,3,2660,0,18,0,98029
134000.0,2.0,1.5,980,5000,2.0,0,0,3,980,0,99,18,98288
402000.0,3.0,2.5,1960,8000,1.0,0,0,4,1290,670,44,0,98034
205000.0,2.0,1.0,720,5040,1.0,0,0,3,720,0,66,16,98106
553650.0,2.0,2.5,1360,1349,2.0,0,0,3,1050,310,24,0,98112
559950.0,2.0,2.0,1870,4950,1.0,0,0,3,1870,0,15,0,98053
260000.0,4.0,1.5,2130,8800,1.0,0,0,3,1100,1030,59,18,98032
270000.0,4.0,2.5,1810,6509,2.0,0,0,3,1810,0,27,0,98042
295000.0,2.0,1.75,2200,89298,1.0,0,0,3,1100,1100,48,8,98027
719000.0,3.0,2.5,1690,4500,1.5,0,1,4,1690,0,93,0,98116
266000.0,3.0,2.5,1940,8547,1.0,0,0,3,1460,480,32,0,98030
325900.0,4.0,2.5,2320,6270,2.0,0,0,3,2320,0,17,18,98042
