price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,sqft_basement,yr_built,yr_renovated,statezip,city_Seattle,city_Renton,city_Bellevue,city_Redmond,city_Issaquah,city_Kent,city_Kirkland,city_Auburn,city_Sammamish,city_Federal Way,city_Shoreline,city_Woodinville,city_Maple Valley,city_Mercer Island,city_Burien
435000.0,4.0,1.0,1450,8800,1.0,0,4,0,67,42,795192.4976851852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
626000.0,3.0,2.25,1750,1572,2.5,0,3,280,16,0,742405.6521739131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612500.0,4.0,2.5,2730,12261,2.0,0,3,0,30,0,487018.79032258067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495000.0,4.0,1.75,1600,6380,1.0,0,3,470,62,32,442379.7752808989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285000.0,3.0,2.5,2090,10834,1.0,0,4,730,34,0,299425.625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
615000.0,3.0,1.75,2360,7291,1.0,0,4,1000,73,0,525826.0318181819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698000.0,4.0,2.25,2200,11250,1.5,0,5,900,101,0,791412.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
675000.0,5.0,2.5,2820,67518,2.0,0,3,0,42,7,617569.578811372,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
790000.0,3.0,2.5,2600,4750,1.0,0,4,900,70,22,563247.5440616794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382500.0,4.0,1.75,1560,8700,1.0,0,4,0,54,0,475620.18557973474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
499950.0,4.0,2.5,2860,3345,2.0,0,3,670,17,18,578530.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
650000.0,4.0,2.0,1820,5000,1.5,1,3,180,76,11,595001.8816964297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625000.0,4.0,2.5,2820,8408,2.0,0,3,0,7,0,379187.00883838633,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
400000.0,4.0,2.5,3630,42884,1.5,0,3,1330,42,7,358234.6037624938,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
604000.0,3.0,2.5,3240,33151,2.0,2,3,0,26,0,286852.75734547875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
440000.0,2.0,1.0,800,4850,1.0,0,4,0,77,0,538854.6428571428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287200.0,3.0,3.0,1850,19966,1.0,0,4,760,29,0,335314.80354609573,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
403000.0,3.0,2.0,1960,13100,1.0,2,5,310,64,0,434045.48371648276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750000.0,3.0,2.5,2390,6550,1.0,2,4,950,66,12,625870.0487179538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335000.0,3.0,2.25,1580,16215,1.0,0,4,0,43,21,692681.8181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260000.0,4.0,2.0,1480,8625,1.0,0,4,0,47,0,311532.6923076923,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
308500.0,2.0,1.0,850,6174,1.0,0,4,0,71,38,379187.00883838633,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
439950.0,3.0,2.5,1770,2875,2.0,0,3,0,31,12,625870.0487179538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235000.0,2.0,1.0,1210,9400,1.0,0,2,0,72,0,293297.8142076557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315000.0,3.0,1.0,1160,9180,1.0,0,3,0,53,24,647183.8235294118,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
437500.0,3.0,2.25,1970,35100,2.0,0,4,0,44,0,579120.2021276596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
407500.0,3.0,2.5,1930,10460,2.0,0,3,0,25,0,491313.48964744003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
445700.0,3.0,2.5,1270,1180,3.0,0,3,0,20,0,538854.6428571428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838000.0,4.0,2.5,3310,42998,2.0,0,3,0,20,0,634790.0235953258,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
630000.0,4.0,2.75,2710,37277,2.0,0,3,0,21,0,579120.2021276596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
550000.0,3.0,1.75,2910,35200,1.5,0,3,0,42,7,731527.0175488987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
805000.0,3.0,2.0,2710,4500,1.5,0,4,830,92,0,595001.8816964297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284000.0,3.0,1.75,1800,23103,1.0,0,3,0,53,24,508751.95454545453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470000.0,5.0,2.5,2210,9655,1.0,0,3,750,45,0,487018.79032258067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430000.0,4.0,1.5,1920,10000,1.0,0,4,850,67,42,795192.4976851852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
491500.0,4.0,1.75,2190,125452,1.0,2,3,0,53,24,358234.6037624938,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
785000.0,5.0,3.25,3660,11995,2.0,2,3,0,15,0,532245.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385000.0,3.0,3.25,1320,1327,2.0,0,3,280,13,0,740158.3194139077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295000.0,2.0,2.5,1630,1368,2.0,0,3,350,12,0,293297.8142076557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625000.0,4.0,3.25,2730,54014,1.0,0,3,1170,14,0,491313.48964744003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
300000.0,3.0,2.5,2540,5050,2.0,0,3,0,15,0,320953.50360750506,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
553000.0,2.0,1.0,900,5000,1.0,0,3,0,77,0,563247.5440616794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379880.0,3.0,2.5,1650,14054,1.0,0,4,520,35,0,579120.2021276596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
310000.0,3.0,1.0,1010,9945,1.0,0,4,0,48,0,532245.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775000.0,2.0,2.5,2680,7392,1.0,0,3,0,17,18,689175.0374632211,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
365000.0,3.0,2.5,2200,7350,1.0,0,5,630,33,0,347928.7958479579,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
331950.0,4.0,2.5,2530,9933,2.0,2,3,520,31,12,358234.6037624938,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
783500.0,3.0,2.5,2850,7130,2.0,0,3,860,41,0,579599.7291666719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628000.0,4.0,2.0,2280,6010,1.0,0,3,1140,121,16,579599.7291666719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560000.0,3.0,2.5,1900,8744,2.0,0,3,0,34,21,610092.1931113505,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
900000.0,3.0,1.0,1330,77972,1.0,0,3,0,93,67,791412.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
531000.0,2.0,3.0,1270,1175,2.0,0,3,160,21,0,577306.4801587291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831000.0,4.0,3.0,2170,4000,2.0,0,4,560,39,10,944473.8615384615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780000.0,4.0,2.5,2730,10281,2.0,2,3,0,25,0,610092.1931113505,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
755000.0,4.0,2.5,2120,10202,1.0,0,4,500,61,20,778779.1839080345,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
705380.0,3.0,2.5,2490,4343,2.0,0,3,0,18,0,617569.578811372,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
627000.0,4.0,2.25,1990,7712,1.0,0,3,780,48,8,579120.2021276596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
865000.0,4.0,3.0,3690,9892,2.0,0,3,0,23,15,731527.0175488987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
580000.0,2.0,1.0,2540,7000,1.0,0,5,1220,79,0,429838.0605880676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410000.0,3.0,2.25,1800,36704,1.0,0,4,440,43,21,579120.2021276596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
485000.0,4.0,3.0,2340,7048,1.0,0,4,1000,42,0,475620.18557973474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
400000.0,2.0,1.75,2110,9519,1.0,0,2,0,73,0,379187.00883838633,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
549000.0,2.0,1.0,1140,5400,1.0,0,5,0,113,0,944473.8615384615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620000.0,3.0,1.75,1480,2185,2.5,0,3,0,16,0,791412.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
405000.0,2.0,3.0,1410,1240,2.0,0,3,270,15,0,525826.0318181819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232000.0,2.0,1.0,1200,8063,1.0,0,4,0,63,49,307774.4234693929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800866.0,5.0,2.5,3180,13806,2.0,0,4,0,31,0,791412.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
650000.0,3.0,1.5,2160,9000,1.0,2,4,760,72,36,651115.12666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823000.0,6.0,1.75,2920,5000,2.5,0,4,140,113,0,579599.7291666719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770000.0,3.0,2.0,2350,5700,1.5,0,4,540,82,32,944473.8615384615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524000.0,3.0,1.75,1560,5520,1.0,0,4,780,77,0,740158.3194139077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541125.0,5.0,2.75,2740,8426,1.0,0,4,1370,61,20,795192.4976851852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
670000.0,3.0,2.5,1680,2000,3.0,0,3,0,112,23,879472.5902777709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384900.0,5.0,2.5,3090,12750,1.0,0,3,1340,53,24,286852.75734547875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
406100.0,3.0,2.25,1410,1332,3.0,0,3,0,16,0,577306.4801587291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395000.0,5.0,3.5,4010,8510,2.0,1,5,1160,50,0,879472.5902777709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736500.0,4.0,2.5,3180,21904,2.0,3,3,0,21,0,491313.48964744003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
570000.0,3.0,2.25,2010,6000,1.0,0,3,680,46,0,634790.0235953258,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
787000.0,3.0,1.75,1330,7500,1.0,0,3,0,60,17,1112082.2338461538,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
328000.0,4.0,2.5,2370,6500,2.0,0,3,0,23,15,358234.6037624938,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
435000.0,5.0,2.0,1840,9240,1.0,0,4,300,79,63,374433.23297491396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499000.0,4.0,2.5,2910,6479,2.0,0,3,0,15,0,532245.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501000.0,4.0,1.0,2070,7519,1.0,0,3,910,58,13,560166.4285714285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1090000.0,4.0,2.5,4340,141570,2.5,0,3,0,29,0,689175.0374632211,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
400000.0,2.0,1.0,840,5510,1.0,0,3,0,66,16,525826.0318181819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220000.0,4.0,1.5,1240,9600,1.0,0,3,0,50,0,286852.75734547875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
657100.0,4.0,1.0,1390,4240,1.0,0,3,340,97,10,577306.4801587291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309950.0,4.0,2.75,2310,5000,2.0,0,3,0,15,0,335314.80354609573,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
300000.0,3.0,2.0,1050,10072,1.0,0,3,0,35,0,406378.333333325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525888.0,5.0,1.75,2550,71874,1.0,0,5,740,61,0,579120.2021276596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
740000.0,4.0,1.75,2010,3600,1.5,0,3,0,119,0,797875.193798372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340000.0,5.0,1.0,1120,9022,1.5,0,4,0,59,0,475620.18557973474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
398750.0,3.0,2.5,2230,4000,2.0,0,3,0,67,16,590622.1428571428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206000.0,2.0,1.0,810,7158,1.0,0,5,0,77,0,250738.34920634847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1030000.0,5.0,2.75,3190,16920,1.0,3,3,1500,45,0,795192.4976851852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
600000.0,3.0,1.75,1670,39639,1.0,0,4,0,45,29,731527.0175488987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
379950.0,4.0,1.75,1970,9389,1.0,0,5,830,61,0,374433.23297491396,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
287000.0,3.0,1.0,1450,6000,1.0,0,4,0,68,38,429838.0605880676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309950.0,3.0,2.5,1880,7838,2.0,0,3,0,27,0,311532.6923076923,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
600000.0,3.0,1.75,1880,6360,1.0,0,4,840,76,0,595001.8816964297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418000.0,3.0,2.0,1410,6030,1.5,0,4,0,91,0,577306.4801587291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449250.0,4.0,2.0,1480,3844,1.5,0,5,0,93,51,374433.23297491396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329950.0,2.0,1.0,1140,5250,1.5,0,4,0,72,36,374433.23297491396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245000.0,3.0,1.75,1920,9306,1.0,0,3,920,37,0,255774.54945055384,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
549000.0,4.0,2.5,2910,6338,2.0,0,3,0,13,0,491313.48964744003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
800000.0,3.0,2.5,3240,7857,2.0,0,3,0,27,0,731527.0175488987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
249950.0,3.0,2.0,1550,15040,1.0,0,4,0,63,49,491313.48964744003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
210000.0,5.0,2.0,2050,10200,1.0,0,3,620,65,20,307774.4234693929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425000.0,2.0,2.5,2220,4000,2.0,0,3,0,21,0,944473.8615384615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585000.0,2.0,1.0,1770,8640,1.5,0,3,250,72,23,563247.5440616794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615000.0,4.0,1.75,2300,11700,1.0,0,4,340,44,0,634790.0235953258,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
618500.0,3.0,2.0,1800,5000,1.0,0,4,720,79,39,595001.8816964297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487585.0,4.0,1.75,2010,9211,1.0,0,3,540,44,17,475620.18557973474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
509900.0,3.0,2.5,1790,2700,2.0,0,3,0,11,0,579120.2021276596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
631625.0,4.0,2.5,2440,6651,2.0,0,3,0,7,0,563247.5440616794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555000.0,3.0,2.5,1940,3211,2.0,0,3,0,12,0,579120.2021276596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
340000.0,2.0,1.5,1160,1438,2.0,0,3,0,20,0,590622.1428571428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830000.0,4.0,2.5,3400,9692,2.0,0,3,0,14,0,634790.0235953258,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
890000.0,4.0,4.25,4420,5750,2.0,0,3,1010,15,0,579120.2021276596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
366750.0,3.0,3.0,1571,2017,3.0,0,3,0,13,0,442379.7752808989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415000.0,3.0,2.25,1620,998,2.5,0,3,80,11,0,617569.578811372,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
416286.0,3.0,2.5,1408,989,3.0,0,3,0,16,0,595001.8816964297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478000.0,3.0,2.5,3040,4535,2.0,0,3,0,14,0,390080.79251011845,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
890000.0,5.0,3.5,4490,6000,2.0,0,3,1290,15,0,579120.2021276596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
419190.0,2.0,2.5,1590,1426,2.0,0,3,0,7,0,617569.578811372,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
397000.0,4.0,2.0,1440,7680,1.0,0,3,240,50,0,475620.18557973474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
450000.0,2.0,2.0,1100,3000,1.5,0,3,0,109,16,563247.5440616794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353000.0,3.0,1.0,1350,7740,1.0,0,4,490,74,33,442379.7752808989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609000.0,4.0,2.5,2150,37981,2.0,0,3,0,36,0,634790.0235953258,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
234000.0,3.0,1.75,1490,8366,1.0,0,4,480,46,0,320953.50360750506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561000.0,3.0,2.0,2000,7000,2.0,0,3,0,105,35,525826.0318181819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469000.0,2.0,1.0,1030,4400,1.0,0,3,0,97,10,563247.5440616794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329350.0,2.0,1.0,720,6687,1.0,0,3,0,79,22,563247.5440616794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488000.0,5.0,2.0,2020,5000,1.5,0,4,0,83,0,563247.5440616794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279900.0,3.0,1.75,1580,8151,1.0,1,4,480,59,0,307774.4234693929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606000.0,4.0,2.5,2110,13850,2.0,0,3,0,34,21,579120.2021276596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
312000.0,4.0,2.0,1300,7054,1.0,0,3,0,71,8,360535.04938272224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650000.0,3.0,1.5,1630,7475,1.0,1,3,470,81,25,595001.8816964297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135000.0,4.0,2.75,3370,8103,1.0,3,3,1400,51,7,525826.0318181819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325000.0,4.0,2.5,1890,6156,1.0,0,3,910,41,0,293297.8142076557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425000.0,4.0,2.0,1520,7983,1.0,0,5,0,54,0,475620.18557973474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219000.0,2.0,1.0,900,5160,1.0,0,3,0,69,13,293297.8142076557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250000.0,3.0,1.0,1050,6874,1.0,0,3,0,67,16,374433.23297491396,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
390000.0,3.0,1.75,1260,6500,1.0,0,4,0,55,0,560166.4285714285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
475000.0,6.0,3.0,3470,117612,1.5,0,3,0,97,10,444470.87179486157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736000.0,4.0,2.5,2290,12047,2.0,0,4,0,33,0,795192.4976851852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
407000.0,4.0,2.25,2810,23400,1.0,1,3,1100,63,17,307774.4234693929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272000.0,3.0,2.5,1650,13816,2.0,0,3,0,23,15,508751.95454545453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362000.0,3.0,2.25,1640,14374,1.0,0,4,500,58,0,298176.6666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
535000.0,3.0,2.5,1850,10109,2.0,0,3,0,30,0,475620.18557973474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
284000.0,4.0,2.5,2000,5390,2.0,0,3,0,18,0,320953.50360750506,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
367500.0,3.0,1.5,1410,9647,1.0,0,3,0,60,17,651115.12666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
379900.0,4.0,1.75,1500,11600,1.0,0,4,500,66,12,444470.87179486157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520000.0,3.0,2.5,2460,54885,2.0,0,4,0,41,0,491313.48964744003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
175000.0,3.0,1.0,1010,7034,1.0,0,3,0,67,16,279108.3333333571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
460000.0,2.0,2.25,1230,929,2.0,0,3,210,17,18,944473.8615384615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345000.0,4.0,2.5,2331,3826,2.0,0,3,0,14,0,347928.7958479579,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
455000.0,5.0,2.5,2240,7770,1.0,0,3,900,43,0,475620.18557973474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
610000.0,4.0,3.0,2450,10117,1.0,0,5,870,54,0,795192.4976851852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
563000.0,4.0,3.0,3100,15480,2.0,0,3,700,25,0,444470.87179486157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612500.0,4.0,2.0,2060,5000,1.0,0,3,1030,72,8,563247.5440616794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218000.0,3.0,1.75,1850,7684,1.0,0,3,530,42,7,286852.75734547875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
404000.0,4.0,1.75,1840,10720,1.0,0,3,880,63,17,560166.4285714285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
860000.0,4.0,2.0,3740,32417,2.0,0,3,0,21,0,689175.0374632211,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
136500.0,3.0,1.5,1420,8580,1.0,0,3,0,59,18,286852.75734547875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
313950.0,3.0,1.0,1510,6083,1.0,0,4,650,81,20,595001.8816964297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575000.0,3.0,1.75,2130,6500,1.0,2,3,960,67,16,740158.3194139077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225000.0,4.0,2.25,3490,6906,2.0,0,4,1210,93,0,740158.3194139077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280000.0,3.0,1.75,1630,11800,1.0,0,4,0,50,0,386811.5891472791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515000.0,3.0,2.5,1790,7167,2.0,0,3,0,32,0,610092.1931113505,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
513000.0,4.0,2.5,2000,5684,2.0,0,3,0,25,0,444470.87179486157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599000.0,4.0,2.25,2260,29930,2.0,0,4,860,44,0,795192.4976851852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
